Pontuação máxima,Geração
4107,0
3494,1
3787,2
3244,3
3278,4
3465,5
3217,6
3425,7
4327,8
4049,9
3439,10
4216,11
4465,12
4348,13
3779,14
4071,15
4459,16
4530,17
4327,18
4538,19
4549,20
4231,21
4445,22
4739,23
4396,24
4352,25
4655,26
4451,27
4529,28
4417,29
4371,30
4423,31
4395,32
4091,33
4230,34
4349,35
4739,36
4460,37
4889,38
4745,39
4422,40
4502,41
4637,42
4578,43
4614,44
4387,45
4439,46
4078,47
4388,48
4235,49
4528,50
4408,51
4617,52
4373,53
4608,54
4708,55
4486,56
4283,57
4370,58
